priority_rank,content_id,client_id,priority_score,recommended_action,reason_codes,search_volume,impressions_90d,clicks_90d,trend_pct,days_since_last_update,word_count,content_age_days
6888,content_1e7488ba6b36,client_a88a7902cb,0.8664380347255654,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",90.0,159,0,-83.3,8,2851.0,98
6889,content_0ebdb5a3edeb,client_d029fa3a95,0.8664098199917251,Monitor,DECLINING,0.0,67,0,-28.6,20,3994.0,221
6890,content_c6f3c2999ba8,client_19581e27de,0.8663964688718411,Content review,VISIBLE,0.0,5824,0,54.5,20,2830.0,236
6891,content_884acdd36915,client_19581e27de,0.8663429165260927,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",480.0,80,0,-37.2,22,,441
6892,content_12f3bcae74e6,client_f74efabef1,0.8663383509421311,Monitor,DECLINING,10.0,125,0,-97.4,8,2596.0,104
6893,content_e8e845c53339,client_d4735e3a26,0.8663309046962918,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,12,1,-80.0,211,959.0,301
6894,content_7eebdc3f5265,client_d029fa3a95,0.866277986624897,Monitor,DECLINING,0.0,94,0,-26.7,20,4851.0,221
6895,content_b9b500d15fcb,client_f74efabef1,0.8662373936609257,Monitor,DECLINING,0.0,59,0,-93.1,20,2445.0,97
6896,content_51715e336a42,client_f74efabef1,0.8662254229652875,Monitor,REVIEW,10.0,117,0,100.0,8,2610.0,104
6897,content_9acc17100873,client_d029fa3a95,0.8661643016996923,Monitor,REVIEW,0.0,64,0,33.3,20,3039.0,110
6898,content_8681df5f99f0,client_d4735e3a26,0.8661392905649539,Freshness review,STALE,,14,1,0.0,211,853.0,302
6899,content_428018a7d0b0,client_9f14025af0,0.8660668120281183,Monitor,REVIEW,0.0,200,0,,20,814.0,306
6900,content_bb0116b8f994,client_d029fa3a95,0.8660373505168754,Monitor,REVIEW,0.0,61,0,14.3,20,3881.0,203
6901,content_6df291d0385f,client_d029fa3a95,0.866031168283746,Monitor,DECLINING,10.0,36,0,-85.7,20,3149.0,280
6902,content_3170de7e27d9,client_a88a7902cb,0.8660294315276449,Monitor,DECLINING,0.0,167,0,-74.5,28,4639.0,138
6903,content_1403518ce5c6,client_19581e27de,0.8659970221675085,Monitor,DECLINING,10.0,76,0,-54.8,22,,463
6904,content_f76f6da19c24,client_a88a7902cb,0.8659904463527792,Monitor,DECLINING,10.0,36,0,-90.0,20,2663.0,119
6905,content_70e80d66f0b0,client_f369cb89fc,0.8659734519546484,Monitor,DECLINING,0.0,637,0,-100.0,8,2508.0,145
6906,content_e37e5781b6e8,client_19581e27de,0.8659626989722173,Monitor,DECLINING,10.0,72,0,-17.2,22,,482
6907,content_85432a9890aa,client_2c624232cd,0.8659443974908124,Monitor,HIGH_DEMAND,20.0,27,1,50.0,22,,438
6908,content_06a8cfd1d18f,client_f74efabef1,0.8659400086800842,Monitor,DECLINING,0.0,43,0,-91.7,20,2528.0,92
6909,content_eae4600c1812,client_2c624232cd,0.8659254356460032,Monitor,REVIEW,,71,0,60.0,22,,517
6910,content_b7553fdf4ef1,client_8527a891e2,0.865910395410346,Monitor,DECLINING,0.0,46,0,-66.7,98,1580.0,173
6911,content_cb385644ae55,client_434c9b5ae5,0.8658755475829096,Monitor,DECLINING,10.0,427,0,-96.8,89,3134.0,105
6912,content_677b9428c2e9,client_6208ef0f77,0.8657647199814712,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,64,0,-71.0,104,4368.0,223
6913,content_1da78cd4c939,client_8722616204,0.8657045294999416,Monitor,DECLINING,0.0,53,0,-100.0,8,2535.0,90
6914,content_ef298285d6bb,client_8527a891e2,0.8654485455242269,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",210.0,59,0,70.6,104,1727.0,275
6915,content_df90bf6b7d9c,client_f369cb89fc,0.8653771742463018,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,102,0,-57.1,20,2717.0,151
6916,content_f0027eb61dc3,client_19581e27de,0.8653347811213158,Monitor,HIGH_DEMAND,480.0,35,1,20.0,22,,482
6917,content_d7e06239830f,client_f369cb89fc,0.8653020970908778,Monitor,REVIEW,0.0,22,1,,20,2661.0,117
6918,content_437ecf43c004,client_f74efabef1,0.8652925293381548,Monitor,DECLINING,0.0,53,0,-61.5,8,2970.0,140
6919,content_d545008ead8a,client_6208ef0f77,0.8652302309248517,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,328,0,-74.2,104,5375.0,216
6920,content_f85e4c6b99b8,client_d4735e3a26,0.8652153318273148,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,22,1,-50.0,211,758.0,301
6921,content_10cc6a7e6155,client_d029fa3a95,0.8651870092134687,Monitor,REVIEW,0.0,32,0,160.0,8,2310.0,140
6922,content_e53f156434c5,client_3fdba35f04,0.8651550306946932,Monitor,DECLINING,10.0,31,0,-60.0,20,1673.0,117
6923,content_f6cbb78b6e3a,client_19581e27de,0.8651436910672425,Monitor,HIGH_DEMAND,40.0,70,0,133.3,20,,445
6924,content_56074beaaf04,client_4ec9599fc2,0.8651058766877486,Monitor,DECLINING,,46,0,-90.3,20,1625.0,294
6925,content_913b137c4716,client_a88a7902cb,0.8650931314978888,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",50.0,56,0,-100.0,8,3120.0,95
6926,content_65b155afed44,client_f369cb89fc,0.8649723298939914,Monitor,DECLINING,0.0,53,0,-33.3,20,2748.0,117
6927,content_5b6c72929362,client_a88a7902cb,0.8649681009442576,Monitor,DECLINING,0.0,58,0,-87.5,28,3043.0,125
6928,content_3a003823c571,client_624b60c58c,0.864890836542947,Content review,VISIBLE,,834,0,,8,3632.0,98
6929,content_9b78399969c8,client_a88a7902cb,0.8648710451691584,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",90.0,85,0,-100.0,8,2902.0,98
6930,content_80f53a9b30db,client_349c41201b,0.864844280311449,Monitor,DECLINING,10.0,248,0,-40.0,20,3456.0,148
6931,content_70b4376c2faa,client_d029fa3a95,0.8648262115214536,Monitor,REVIEW,10.0,17,1,,20,3401.0,280
6932,content_016428bd9449,client_a88a7902cb,0.8646226086573464,Monitor,DECLINING,0.0,118,0,-79.3,28,4207.0,138
6933,content_4f4d11c79373,client_e629fa6598,0.8646078755522474,Monitor,HIGH_DEMAND,20.0,37,1,16.7,22,,460
6934,content_cb5e5923a5aa,client_f369cb89fc,0.8645839184337737,Monitor,DECLINING,10.0,68,0,-47.6,20,2533.0,180
6935,content_f10e5fbd5d00,client_a88a7902cb,0.8645552025098326,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",140.0,318,0,-36.3,20,2966.0,112
6936,content_098c6f6a45b6,client_4ec9599fc2,0.8645450974937778,Monitor,DECLINING,,55,0,-90.0,20,1260.0,326
6937,content_5c5f024cd3a6,client_8527a891e2,0.8644990902576347,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,109,0,325.0,104,3954.0,277
6938,content_d728f675ea22,client_3fdba35f04,0.8644859316852761,Freshness review,STALE,0.0,30,0,0.0,104,1478.0,174
6939,content_1eb7da13edaf,client_3fdba35f04,0.8644795102719889,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,67,0,-100.0,104,1355.0,310
6940,content_0f86630d0269,client_d029fa3a95,0.8644756909120153,Monitor,DECLINING,0.0,61,0,-35.0,20,4084.0,182
6941,content_1145e63f878f,client_6208ef0f77,0.8644651597058672,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",210.0,1253,0,-40.2,104,7024.0,300
6942,content_0549e8dc2084,client_e629fa6598,0.8644584177881556,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",70.0,225,0,-56.3,20,,460
6943,content_4d0bfd07b069,client_f74efabef1,0.8644150867702225,Monitor,REVIEW,0.0,16,1,,20,2384.0,92
6944,content_d555aada28bf,client_19581e27de,0.8643703102737674,Freshness review,STALE,10.0,81,0,92.0,104,,313
6945,content_2e4d11f6703c,client_9f14025af0,0.8643404907149728,Monitor,REVIEW,10.0,15,1,,20,961.0,347
6946,content_88a22491fe70,client_a88a7902cb,0.86430498127736,Monitor,DECLINING,10.0,158,0,-100.0,20,2388.0,144
6947,content_a87f07530a71,client_d029fa3a95,0.8643042538488194,Monitor,DECLINING,0.0,39,0,-52.6,8,2559.0,140
6948,content_d9b423074eae,client_a88a7902cb,0.864225740436641,Monitor,DECLINING,10.0,113,0,-100.0,28,3772.0,180
6949,content_437d6e67bfe2,client_f369cb89fc,0.864221763619178,Monitor,DECLINING,10.0,67,0,-22.9,20,2683.0,147
6950,content_92830d18ecf8,client_a88a7902cb,0.8641993872195379,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,491,0,-100.0,20,2999.0,90
6951,content_765233659392,client_a88a7902cb,0.8641516888231343,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,90,0,-100.0,28,3016.0,126
6952,content_6a4856a65d72,client_624b60c58c,0.8641171516648171,Monitor,DECLINING,,136,0,-4.5,20,3373.0,251
6953,content_e1123ef6ffad,client_6208ef0f77,0.8640957829378139,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",70.0,171,0,-83.7,104,5530.0,236
6954,content_80e844aa8cb9,client_4ec9599fc2,0.8640919274703323,Monitor,REVIEW,,66,0,130.0,20,1183.0,337
6955,content_69ea28c0748e,client_19581e27de,0.864091016495904,Monitor,DECLINING,10.0,82,0,-54.2,22,,419
6956,content_6ddf60e55080,client_f74efabef1,0.8640891515576411,Monitor,DECLINING,10.0,64,0,-92.0,20,2339.0,104
6957,content_fa4b8e00edf9,client_8527a891e2,0.8640888298481965,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,51,0,-38.9,104,1454.0,271
6958,content_e2e11ebffe0b,client_f369cb89fc,0.8640533514490109,Monitor,DECLINING,10.0,50,0,-59.1,8,2826.0,106
6959,content_2a47d5702903,client_a88a7902cb,0.8640393424351387,Monitor,DECLINING,0.0,40,0,-79.2,28,2709.0,138
6960,content_4e9270064c84,client_6208ef0f77,0.8640310330507787,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,194,0,-64.1,104,4927.0,223
6961,content_624b89ae5eba,client_f369cb89fc,0.8640172555888759,Monitor,HIGH_DEMAND,880.0,32,1,,20,2485.0,181
6962,content_78ecdde1a864,client_f369cb89fc,0.8640147743189404,Monitor,DECLINING,0.0,82,0,-76.0,20,3114.0,141
6963,content_8ea47b2663a0,client_f369cb89fc,0.8640009027745023,Monitor,REVIEW,0.0,73,0,229.4,20,2894.0,117
6964,content_0d0dd7fb1b11,client_8527a891e2,0.8639763492555282,Monitor,DECLINING,0.0,28,0,-90.0,20,1409.0,223
6965,content_e2750afe3427,client_19581e27de,0.8639755552941786,Monitor,REVIEW,10.0,116,0,42.5,22,,482
6966,content_09702d0cae4a,client_7f2253d7e2,0.8638651076245975,Monitor,DECLINING,0.0,53,0,-18.8,20,3112.0,169
6967,content_7ab556c9e0dc,client_e629fa6598,0.8638592664100103,Monitor,REVIEW,0.0,313,0,12.5,20,,460
6968,content_a8a043a8fd29,client_2c624232cd,0.863830486967038,Monitor,DECLINING,0.0,54,0,-9.1,22,,517
6969,content_1bdd65eb4961,client_a88a7902cb,0.8638018391366749,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",70.0,1,0,-100.0,8,2997.0,98
6970,content_b2cae4979710,client_d4735e3a26,0.8637883599304885,Monitor,DECLINING,,21,0,-37.5,20,854.0,290
6971,content_56a9ec9120b0,client_4ec9599fc2,0.8637430063306478,Monitor,DECLINING,,212,0,-100.0,20,1594.0,317
6972,content_f3144649041a,client_19581e27de,0.8637323062072025,Monitor,DECLINING,10.0,73,0,-26.3,22,,463
6973,content_08eeb3ea4955,client_8527a891e2,0.8636459462668151,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",50.0,117,0,57.7,104,3338.0,309
6974,content_08e8b3245592,client_19581e27de,0.8636108869146342,Monitor,DECLINING,10.0,70,0,-36.4,22,,441
6975,content_e19bf7805d6f,client_d029fa3a95,0.8635455081404202,Monitor,DECLINING,10.0,88,0,-100.0,20,3121.0,281
6976,content_4c6bf815c9d3,client_19581e27de,0.8635272698286257,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,74,0,-77.3,104,,257
6977,content_0c0712027f83,client_6208ef0f77,0.863463082494072,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3471,1,-56.3,104,6953.0,151
6978,content_8854986f3027,client_6208ef0f77,0.8634447185022313,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,148,0,-46.9,104,6653.0,223
6979,content_b9ed6b3964b5,client_f369cb89fc,0.8634399331787534,Monitor,DECLINING,0.0,46,0,-18.2,8,2624.0,141
6980,content_eede5e08b108,client_d029fa3a95,0.8634075154428896,Monitor,DECLINING,0.0,50,0,-27.3,20,2329.0,141
6981,content_b51781c1c8a1,client_f369cb89fc,0.8633972999925824,Monitor,DECLINING,0.0,59,0,-48.0,20,2741.0,141
6982,content_dd9de99487ba,client_d029fa3a95,0.8633087584642414,Monitor,DECLINING,0.0,25,0,-36.4,8,2424.0,140
6983,content_9a2ba4e02292,client_f369cb89fc,0.8633048944981111,Monitor,DECLINING,0.0,48,0,-55.6,20,2938.0,117
6984,content_ae2579ba16a1,client_6208ef0f77,0.8631872263119076,Monitor,DECLINING,0.0,123,0,-89.7,20,5401.0,229
6985,content_3d8f6737ad9d,client_a88a7902cb,0.863006101636779,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,152,0,-100.0,8,3109.0,95
6986,content_17ed699bc340,client_a88a7902cb,0.86297905050603,Monitor,DECLINING,0.0,91,0,-96.6,28,2720.0,125
6987,content_bd9e508a940e,client_f369cb89fc,0.8629633490324811,Monitor,DECLINING,0.0,33,0,-42.9,20,2473.0,126
6988,content_195179e75f85,client_a88a7902cb,0.8629621322834189,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",50.0,96,0,-33.3,8,2690.0,95
6989,content_19e8e0ca29e9,client_e629fa6598,0.8629510474079232,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,68,1,-75.0,22,,502
6990,content_d05bd6c7105c,client_e629fa6598,0.8629142936682695,Monitor,DECLINING,10.0,226,0,-64.0,20,,460
6991,content_f421fb2e10ea,client_19581e27de,0.8628366578541329,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",5400.0,152,0,-91.0,104,,182
6992,content_45d3aa65f4df,client_f369cb89fc,0.8628292731217089,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,83,0,-62.3,20,2803.0,187
6993,content_987da6440098,client_a88a7902cb,0.862826289305068,Monitor,DECLINING,10.0,197,0,-94.6,20,3720.0,144
6994,content_b48ddf3e07e1,client_d029fa3a95,0.8628128820964426,Monitor,REVIEW,0.0,82,0,8.3,20,4110.0,110
6995,content_9665dcb0bbd8,client_a88a7902cb,0.86276385365675,Monitor,DECLINING,0.0,56,0,-19.4,20,2941.0,119
6996,content_62ef1f768dee,client_a88a7902cb,0.8627346678032709,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",1900.0,126,0,-55.6,20,2944.0,112
6997,content_41ffdf98a18e,client_624b60c58c,0.8627298647854428,Monitor,DECLINING,,247,0,-100.0,8,4366.0,109
6998,content_e80f8635bb00,client_f369cb89fc,0.8627043481866836,Monitor,REVIEW,0.0,43,0,71.4,20,2592.0,117
6999,content_0577107d816a,client_9f14025af0,0.8626598214261229,Monitor,REVIEW,10.0,5,1,0.0,20,1057.0,347
7000,content_5161a9559cb2,client_434c9b5ae5,0.8625844971847195,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",70.0,313,0,-60.9,20,2820.0,113
7001,content_424ff4ad540a,client_f369cb89fc,0.8625555434644528,Monitor,REVIEW,0.0,90,0,200.0,20,2637.0,126
7002,content_d5d3c2e98937,client_f74efabef1,0.8625354133092674,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,63,0,-65.4,20,3319.0,175
7003,content_b85ce4bfb44e,client_19581e27de,0.8624807885955149,Monitor,DECLINING,10.0,119,0,-51.5,22,,482
7004,content_a68fc2b845ec,client_d029fa3a95,0.8624609903454356,Monitor,REVIEW,0.0,48,0,222.2,8,3013.0,148
7005,content_b40e32d5df10,client_4e07408562,0.8624501026190027,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",22200.0,756,0,-5.3,104,,537
7006,content_90f58e234e41,client_9f14025af0,0.8624199724181479,Monitor,REVIEW,10.0,5,1,,20,1189.0,347
7007,content_0e9eaef2491a,client_6208ef0f77,0.8624149673195612,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,631,0,-80.8,104,8004.0,229
7008,content_5965c5f79231,client_4ec9599fc2,0.8623099989494732,Monitor,DECLINING,,74,0,-82.5,20,1403.0,329
7009,content_5b4f8f88151e,client_19581e27de,0.8623064261061228,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",90.0,72,0,-55.0,104,,362
7010,content_f126b11258e3,client_bdd2d3af3a,0.8622250875621068,Monitor,DECLINING,0.0,56,0,-88.5,20,2594.0,96
7011,content_e1de59bdbfce,client_d4735e3a26,0.8621691927827592,Monitor,DECLINING,,20,0,-33.3,20,851.0,286
7012,content_6021c5056fa0,client_8722616204,0.8621685119217458,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,153,0,-100.0,8,2936.0,98
7013,content_cc5e82cfe642,client_8527a891e2,0.8621108121012647,Monitor,REVIEW,10.0,36,0,6.3,103,1547.0,238
7014,content_7ba9b154acf6,client_19581e27de,0.8620985914216771,Monitor,HIGH_DEMAND,170.0,71,0,90.9,22,,482
7015,content_56554b7e77eb,client_8527a891e2,0.8620794008754233,Monitor,DECLINING,10.0,49,0,-67.6,20,3046.0,90
7016,content_f2d9832b9e02,client_4ec9599fc2,0.862039882326848,Content review,VISIBLE,0.0,782,0,40.6,20,,375
7017,content_f0e615ec1be3,client_2c624232cd,0.8620144591803565,Monitor,REVIEW,0.0,157,0,157.1,11,2923.0,517
7018,content_a01cdf6f5e79,client_f369cb89fc,0.8620068607184922,Monitor,REVIEW,0.0,11,1,0.0,20,2818.0,126
7019,content_a84e013a5f94,client_d4735e3a26,0.8619967313599396,Monitor,REVIEW,,1,1,,20,936.0,299
7020,content_b08ed2a0caa4,client_f74efabef1,0.8619501050249726,Monitor,DECLINING,10.0,48,0,-100.0,8,2496.0,104
7021,content_f03ce106b8b7,client_9f14025af0,0.8619442506347432,Monitor,REVIEW,0.0,2,1,,20,1078.0,306
7022,content_47d718a1c2f3,client_4ec9599fc2,0.8618912354872561,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,131,0,-45.9,104,1182.0,350
7023,content_0f6ac970c929,client_a88a7902cb,0.8618649957676332,Monitor,DECLINING,0.0,230,0,-100.0,20,3012.0,90
7024,content_29dce7382f54,client_6208ef0f77,0.8617634845856369,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,215,0,-37.5,104,6808.0,229
7025,content_3b1e4d1ee83c,client_f369cb89fc,0.8617595801555034,Monitor,DECLINING,0.0,36,0,-41.7,20,2847.0,117
7026,content_2f51445dae6e,client_f369cb89fc,0.86158932747841,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,71,0,-74.4,20,2663.0,151
7027,content_bdc8fb19b65a,client_4ec9599fc2,0.8615863014715623,Freshness review,STALE,,38,0,10.0,104,1359.0,342
7028,content_b1b10fb0dd35,client_6208ef0f77,0.8615647563717916,Monitor,DECLINING,0.0,52,0,-54.5,20,3312.0,95
7029,content_248508c1b413,client_a88a7902cb,0.8615078461434159,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",1000.0,123,0,-75.7,20,3116.0,112
7030,content_8e1e06655e78,client_f369cb89fc,0.8615052146831983,Monitor,DECLINING,0.0,39,0,-90.9,20,2594.0,180
7031,content_40b523f19b66,client_d029fa3a95,0.8614897409243809,Monitor,REVIEW,0.0,64,0,178.6,8,2552.0,148
7032,content_67d4bd0f7151,client_f369cb89fc,0.8613956334194262,Monitor,REVIEW,0.0,62,0,60.0,20,2704.0,117
7033,content_754f60740fb5,client_8527a891e2,0.8613867444996134,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,56,0,-66.7,103,1541.0,237
7034,content_fdebc5b91d7a,client_19581e27de,0.8613844636772227,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",210.0,137,0,-43.5,104,,362
7035,content_dc7124d2fedf,client_19581e27de,0.8613317375673152,Monitor,HIGH_DEMAND,90.0,70,0,117.6,22,,463
7036,content_e377739a982d,client_f369cb89fc,0.8612690929894663,Monitor,REVIEW,0.0,83,0,,20,2573.0,126
7037,content_09fcbb8f3e82,client_f74efabef1,0.8612358017743105,Monitor,REVIEW,10.0,219,0,,8,2900.0,144
7038,content_506693a2cdd2,client_8527a891e2,0.8612034853579117,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",1300.0,494,0,-100.0,104,3461.0,348
7039,content_5e8326f7d933,client_8722616204,0.8610813664513245,Monitor,DECLINING,0.0,8,1,-50.0,20,2797.0,90
7040,content_64d6fb2cd883,client_6208ef0f77,0.861050132361064,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,169,0,-79.2,104,5582.0,236
7041,content_27f418e26b8b,client_19581e27de,0.8610313354000086,Monitor,HIGH_DEMAND,590.0,134,0,124.1,22,,389
7042,content_fbc307eb7c19,client_3fdba35f04,0.8610035583634507,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,68,0,-97.1,104,1318.0,223
7043,content_fb7bee100eb1,client_19581e27de,0.8608607125545572,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,112,0,-46.3,104,,329
7044,content_cc8fe826d03d,client_3fdba35f04,0.8608016479549735,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",50.0,50,0,-57.1,104,1349.0,333
7045,content_72348d55e12c,client_e629fa6598,0.8607287087166262,Monitor,REVIEW,10.0,62,0,114.3,22,,460
7046,content_b3994ba17e82,client_e629fa6598,0.8607168380046906,Monitor,HIGH_DEMAND,70.0,145,0,266.7,22,,490
7047,content_50e78edbde8e,client_bbb965ab0c,0.8606791489933912,Monitor,DECLINING,0.0,48,0,-44.0,20,2535.0,104
7048,content_c8a7958c9068,client_d029fa3a95,0.860546058551876,Monitor,REVIEW,0.0,40,0,50.0,20,2356.0,144
7049,content_7cfd9e0d440c,client_19581e27de,0.8604737656239163,Monitor,REVIEW,10.0,71,0,5.3,22,,482
7050,content_5f53da03fcf1,client_19581e27de,0.8604636532915371,Monitor,DECLINING,10.0,90,0,-85.1,22,,463
7051,content_3bee99d0b455,client_6208ef0f77,0.8604636290954948,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,518,0,-24.0,104,6928.0,216
7052,content_7843013a79f1,client_2c624232cd,0.8604494950496111,Monitor,REVIEW,0.0,51,0,0.0,22,,438
7053,content_23f366c08715,client_8527a891e2,0.860360062585832,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",1300.0,108,0,240.0,104,3460.0,277
7054,content_e848f7530bc6,client_4ec9599fc2,0.8603156235100239,Freshness review,STALE,0.0,201,1,,104,,375
7055,content_767077a6f1b2,client_3fdba35f04,0.8603083822886509,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",2900.0,56,0,-100.0,104,1252.0,165
7056,content_edba531929f4,client_d029fa3a95,0.860267212485267,Monitor,DECLINING,0.0,33,0,-20.0,20,2338.0,141
7057,content_8c36774a9201,client_e629fa6598,0.8602524825662272,Monitor,HIGH_DEMAND,70.0,52,0,,22,,502
7058,content_e3d9d943dfb8,client_f369cb89fc,0.860244384529418,Monitor,REVIEW,0.0,57,0,55.6,20,2772.0,138
7059,content_6527de97efc6,client_f74efabef1,0.8601944240621446,Monitor,DECLINING,0.0,57,0,-89.7,20,2465.0,92
7060,content_b1db683c922c,client_6208ef0f77,0.860135693985958,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",50.0,108,1,-80.0,104,6248.0,300
7061,content_947631bcfab1,client_8722616204,0.8600954354006153,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,82,0,-100.0,8,3078.0,98
7062,content_c5788a4e2824,client_6208ef0f77,0.8600331160565495,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,8614,1,-76.4,104,6536.0,286
7063,content_408aebb7694e,client_a88a7902cb,0.8600277534332481,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,595,0,-100.0,20,3068.0,90
7064,content_ab5c69d8b3b1,client_f369cb89fc,0.8599988848168133,Monitor,DECLINING,10.0,96,0,-83.3,20,2600.0,179
7065,content_b3202921cb5c,client_6208ef0f77,0.8599861550937747,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,2889,1,3.0,104,6611.0,216
7066,content_7cfbb92f5501,client_9400f1b21c,0.8598432825196397,Monitor,DECLINING,0.0,117,0,-88.6,20,,526
7067,content_3f29c502c0eb,client_19581e27de,0.859772245191178,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,71,0,-50.0,22,,482
7068,content_d4b60d3a2056,client_19581e27de,0.8597552691440047,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,1425,0,40.9,22,,419
7069,content_f73c677f90e7,client_d029fa3a95,0.8597417227119029,Monitor,REVIEW,0.0,37,0,0.0,8,2404.0,148
7070,content_70fc95cfe18b,client_6208ef0f77,0.8596943990075121,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,163,0,-84.5,104,5189.0,223
7071,content_208d6086e32b,client_f369cb89fc,0.8596672379565277,Monitor,DECLINING,0.0,117,0,-86.7,20,2762.0,117
7072,content_a652438565aa,client_434c9b5ae5,0.8595585403642363,Monitor,DECLINING,10.0,494,0,-94.0,8,2763.0,105
7073,content_2976424d2242,client_8527a891e2,0.8595264799181074,Monitor,REVIEW,10.0,57,0,175.0,20,1428.0,223
7074,content_3a4ca1ca25c7,client_19581e27de,0.8595158247181247,Monitor,DECLINING,10.0,111,0,-18.4,22,,445
7075,content_f5aa0bf981ec,client_19581e27de,0.8594522008363732,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",140.0,127,0,-18.8,22,,466
7076,content_b76d237bd414,client_19581e27de,0.8593579293236115,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",320.0,96,0,-100.0,22,,466
